Date,category,Member_number
11/05/2024,Snacks,M0412
11/05/2024,Household,M0285
11/05/2024,Household,M0427
11/05/2024,Canned Goods,M0387
11/05/2024,Meat,M0500
11/05/2024,Produce,M0138
11/05/2024,Household,M0187
11/05/2024,Bakery,M0490
11/05/2024,Produce,M0398
11/05/2024,Bakery,M0204
11/05/2024,Snacks,M0431
11/05/2024,Bakery,M0042
11/05/2024,Bakery,M0350
11/05/2024,Produce,M0416
11/05/2024,Bakery,M0288
11/05/2024,Beverages,M0426
11/05/2024,Snacks,M0416
11/05/2024,Bakery,M0026
11/05/2024,Dairy,M0371
11/05/2024,Household,M0385
11/05/2024,Dairy,M0056
11/05/2024,Bakery,M0253
11/05/2024,Dairy,M0122
11/05/2024,Produce,M0106
11/05/2024,Produce,M0130
11/05/2024,Bakery,M0337
11/05/2024,Meat,M0158
11/05/2024,Bakery,M0376
11/05/2024,Produce,M0231
11/05/2024,Produce,M0455
11/05/2024,Meat,M0308
11/05/2024,Canned Goods,M0091
11/05/2024,Bakery,M0393
11/05/2024,Beverages,M0022
11/05/2024,Beverages,M0290
11/05/2024,Canned Goods,M0110
11/05/2024,Bakery,M0049
11/05/2024,Household,M0129
11/05/2024,Bakery,M0073
11/05/2024,Canned Goods,M0340
11/05/2024,Produce,M0053
12/05/2024,Bakery,M0077
12/05/2024,Snacks,M0089
12/05/2024,Snacks,M0461
12/05/2024,Produce,M0402
12/05/2024,Produce,M0253
12/05/2024,Produce,M0344
12/05/2024,Produce,M0194
12/05/2024,Canned Goods,M0176
12/05/2024,Bakery,M0033
12/05/2024,Snacks,M0058
12/05/2024,Beverages,M0467
12/05/2024,Household,M0201
12/05/2024,Household,M0028
12/05/2024,Dairy,M0035
12/05/2024,Produce,M0487
12/05/2024,Beverages,M0125
12/05/2024,Dairy,M0394
12/05/2024,Produce,M0321
12/05/2024,Beverages,M0042
12/05/2024,Meat,M0085
12/05/2024,Snacks,M0393
12/05/2024,Produce,M0188
12/05/2024,Produce,M0111
12/05/2024,Snacks,M0271
12/05/2024,Produce,M0483
12/05/2024,Canned Goods,M0441
13/05/2024,Snacks,M0343
13/05/2024,Beverages,M0105
13/05/2024,Produce,M0034
13/05/2024,Frozen,M0380
13/05/2024,Produce,M0110
13/05/2024,Produce,M0432
13/05/2024,Household,M0033
13/05/2024,Snacks,M0354
13/05/2024,Produce,M0231
13/05/2024,Beverages,M0317
13/05/2024,Beverages,M0266
13/05/2024,Produce,M0182
13/05/2024,Personal Care,M0340
13/05/2024,Beverages,M0065
13/05/2024,Beverages,M0333
13/05/2024,Beverages,M0001
13/05/2024,Beverages,M0133
13/05/2024,Bakery,M0080
13/05/2024,Bakery,M0271
13/05/2024,Snacks,M0241
13/05/2024,Meat,M0028
13/05/2024,Produce,M0223
13/05/2024,Beverages,M0023
13/05/2024,Meat,M0496
13/05/2024,Produce,M0109
13/05/2024,Produce,M0107
13/05/2024,Bakery,M0145
13/05/2024,Beverages,M0369
13/05/2024,Produce,M0354
13/05/2024,Snacks,M0397
13/05/2024,Beverages,M0398
13/05/2024,Beverages,M0139
13/05/2024,Bakery,M0284
13/05/2024,Snacks,M0298
14/05/2024,Dairy,M0428
14/05/2024,Meat,M0008
14/05/2024,Frozen,M0330
14/05/2024,Meat,M0046
14/05/2024,Beverages,M0325
14/05/2024,Produce,M0114
14/05/2024,Produce,M0147
14/05/2024,Produce,M0495
14/05/2024,Canned Goods,M0166
14/05/2024,Meat,M0379
14/05/2024,Snacks,M0139
14/05/2024,Produce,M0117
14/05/2024,Beverages,M0299
14/05/2024,Frozen,M0276
14/05/2024,Beverages,M0404
14/05/2024,Meat,M0277
14/05/2024,Meat,M0338
14/05/2024,Frozen,M0313
14/05/2024,Dairy,M0178
14/05/2024,Dairy,M0330
14/05/2024,Bakery,M0354
14/05/2024,Produce,M0154
14/05/2024,Snacks,M0414
14/05/2024,Produce,M0201
14/05/2024,Frozen,M0366
14/05/2024,Bakery,M0115
14/05/2024,Meat,M0159
14/05/2024,Snacks,M0042
15/05/2024,Snacks,M0112
15/05/2024,Meat,M0450
15/05/2024,Snacks,M0230
15/05/2024,Snacks,M0096
15/05/2024,Canned Goods,M0438
15/05/2024,Beverages,M0168
15/05/2024,Produce,M0378
15/05/2024,Snacks,M0156
15/05/2024,Dairy,M0421
15/05/2024,Personal Care,M0105
15/05/2024,Canned Goods,M0193
15/05/2024,Snacks,M0489
15/05/2024,Bakery,M0330
15/05/2024,Household,M0439
15/05/2024,Meat,M0132
15/05/2024,Bakery,M0355
15/05/2024,Produce,M0382
15/05/2024,Dairy,M0138
15/05/2024,Bakery,M0431
15/05/2024,Bakery,M0331
15/05/2024,Produce,M0270
15/05/2024,Bakery,M0038
15/05/2024,Snacks,M0396
15/05/2024,Dairy,M0045
15/05/2024,Bakery,M0401
15/05/2024,Bakery,M0464
15/05/2024,Bakery,M0163
16/05/2024,Household,M0240
16/05/2024,Frozen,M0347
16/05/2024,Snacks,M0213
16/05/2024,Snacks,M0436
16/05/2024,Household,M0340
16/05/2024,Meat,M0324
16/05/2024,Produce,M0139
16/05/2024,Bakery,M0205
16/05/2024,Snacks,M0381
16/05/2024,Bakery,M0073
16/05/2024,Produce,M0004
16/05/2024,Produce,M0076
16/05/2024,Canned Goods,M0329
16/05/2024,Bakery,M0077
16/05/2024,Produce,M0304
16/05/2024,Bakery,M0256
16/05/2024,Meat,M0410
16/05/2024,Meat,M0102
16/05/2024,Snacks,M0106
16/05/2024,Snacks,M0333
16/05/2024,Personal Care,M0039
16/05/2024,Produce,M0476
16/05/2024,Produce,M0314
16/05/2024,Bakery,M0275
16/05/2024,Produce,M0088
16/05/2024,Snacks,M0211
16/05/2024,Household,M0369
16/05/2024,Beverages,M0077
16/05/2024,Snacks,M0077
16/05/2024,Frozen,M0442
17/05/2024,Dairy,M0157
17/05/2024,Bakery,M0223
17/05/2024,Beverages,M0190
17/05/2024,Beverages,M0473
17/05/2024,Produce,M0052
17/05/2024,Produce,M0438
17/05/2024,Bakery,M0088
17/05/2024,Household,M0313
17/05/2024,Produce,M0339
17/05/2024,Dairy,M0066
17/05/2024,Personal Care,M0150
17/05/2024,Meat,M0020
17/05/2024,Bakery,M0033
17/05/2024,Household,M0328
17/05/2024,Produce,M0281
17/05/2024,Snacks,M0046
17/05/2024,Household,M0073
17/05/2024,Canned Goods,M0354
17/05/2024,Snacks,M0313
17/05/2024,Bakery,M0343
17/05/2024,Snacks,M0133
17/05/2024,Snacks,M0055
17/05/2024,Bakery,M0061
17/05/2024,Frozen,M0345
17/05/2024,Frozen,M0008
17/05/2024,Household,M0272
17/05/2024,Snacks,M0246
17/05/2024,Canned Goods,M0176
17/05/2024,Household,M0493
17/05/2024,Meat,M0116
17/05/2024,Snacks,M0317
17/05/2024,Produce,M0271
17/05/2024,Produce,M0193
17/05/2024,Beverages,M0150
17/05/2024,Canned Goods,M0131
17/05/2024,Meat,M0102
17/05/2024,Bakery,M0310
18/05/2024,Canned Goods,M0126
18/05/2024,Household,M0306
18/05/2024,Bakery,M0190
18/05/2024,Canned Goods,M0089
18/05/2024,Produce,M0355
18/05/2024,Produce,M0116
18/05/2024,Meat,M0352
18/05/2024,Dairy,M0177
18/05/2024,Bakery,M0014
18/05/2024,Snacks,M0257
18/05/2024,Beverages,M0209
18/05/2024,Produce,M0281
18/05/2024,Bakery,M0443
18/05/2024,Produce,M0328
18/05/2024,Bakery,M0325
18/05/2024,Meat,M0389
18/05/2024,Bakery,M0105
18/05/2024,Produce,M0483
18/05/2024,Snacks,M0147
18/05/2024,Household,M0279
18/05/2024,Bakery,M0009
18/05/2024,Produce,M0118
18/05/2024,Bakery,M0094
18/05/2024,Dairy,M0434
18/05/2024,Beverages,M0144
18/05/2024,Meat,M0289
18/05/2024,Frozen,M0386
18/05/2024,Meat,M0014
18/05/2024,Beverages,M0494
18/05/2024,Snacks,M0257
18/05/2024,Produce,M0346
18/05/2024,Personal Care,M0186
18/05/2024,Snacks,M0345
18/05/2024,Produce,M0400
18/05/2024,Canned Goods,M0207
18/05/2024,Bakery,M0346
18/05/2024,Beverages,M0431
18/05/2024,Beverages,M0172
18/05/2024,Snacks,M0464
18/05/2024,Meat,M0270
18/05/2024,Bakery,M0221
18/05/2024,Snacks,M0152
18/05/2024,Beverages,M0111
18/05/2024,Canned Goods,M0183
18/05/2024,Dairy,M0399
18/05/2024,Snacks,M0339
18/05/2024,Canned Goods,M0072
19/05/2024,Produce,M0241
19/05/2024,Snacks,M0070
19/05/2024,Snacks,M0104
19/05/2024,Canned Goods,M0204
19/05/2024,Produce,M0053
19/05/2024,Snacks,M0462
19/05/2024,Produce,M0428
19/05/2024,Beverages,M0375
19/05/2024,Canned Goods,M0330
19/05/2024,Beverages,M0054
19/05/2024,Dairy,M0276
19/05/2024,Bakery,M0335
19/05/2024,Dairy,M0031
19/05/2024,Snacks,M0135
19/05/2024,Snacks,M0058
19/05/2024,Canned Goods,M0105
19/05/2024,Produce,M0266
19/05/2024,Canned Goods,M0010
19/05/2024,Beverages,M0496
19/05/2024,Bakery,M0253
19/05/2024,Produce,M0295
19/05/2024,Produce,M0156
19/05/2024,Frozen,M0158
19/05/2024,Canned Goods,M0037
19/05/2024,Produce,M0119
19/05/2024,Bakery,M0067
19/05/2024,Beverages,M0242
19/05/2024,Meat,M0299
19/05/2024,Produce,M0463
19/05/2024,Bakery,M0213
20/05/2024,Meat,M0376
20/05/2024,Produce,M0096
20/05/2024,Canned Goods,M0262
20/05/2024,Beverages,M0365
20/05/2024,Household,M0469
20/05/2024,Produce,M0353
20/05/2024,Beverages,M0288
20/05/2024,Household,M0436
20/05/2024,Snacks,M0083
20/05/2024,Snacks,M0225
20/05/2024,Produce,M0412
20/05/2024,Bakery,M0223
20/05/2024,Bakery,M0469
20/05/2024,Frozen,M0118
20/05/2024,Bakery,M0482
20/05/2024,Snacks,M0192
20/05/2024,Canned Goods,M0079
20/05/2024,Produce,M0078
20/05/2024,Snacks,M0147
20/05/2024,Dairy,M0107
20/05/2024,Household,M0382
20/05/2024,Canned Goods,M0271
20/05/2024,Canned Goods,M0390
20/05/2024,Produce,M0244
20/05/2024,Frozen,M0073
20/05/2024,Produce,M0357
20/05/2024,Dairy,M0468
20/05/2024,Bakery,M0354
20/05/2024,Frozen,M0422
20/05/2024,Dairy,M0026
21/05/2024,Snacks,M0431
21/05/2024,Beverages,M0474
21/05/2024,Canned Goods,M0359
21/05/2024,Produce,M0138
21/05/2024,Dairy,M0102
21/05/2024,Bakery,M0334
21/05/2024,Household,M0177
21/05/2024,Meat,M0169
21/05/2024,Bakery,M0339
21/05/2024,Meat,M0286
21/05/2024,Bakery,M0261
21/05/2024,Produce,M0375
21/05/2024,Frozen,M0223
21/05/2024,Canned Goods,M0199
21/05/2024,Snacks,M0211
21/05/2024,Snacks,M0287
21/05/2024,Bakery,M0180
21/05/2024,Personal Care,M0250
21/05/2024,Produce,M0231
21/05/2024,Bakery,M0472
21/05/2024,Snacks,M0482
21/05/2024,Snacks,M0023
21/05/2024,Snacks,M0048
21/05/2024,Produce,M0109
21/05/2024,Produce,M0296
21/05/2024,Bakery,M0006
21/05/2024,Household,M0038
21/05/2024,Produce,M0169
21/05/2024,Dairy,M0356
21/05/2024,Dairy,M0283
21/05/2024,Meat,M0203
21/05/2024,Household,M0325
21/05/2024,Bakery,M0313
21/05/2024,Bakery,M0273
21/05/2024,Snacks,M0244
21/05/2024,Bakery,M0327
21/05/2024,Dairy,M0475
22/05/2024,Frozen,M0366
22/05/2024,Bakery,M0470
22/05/2024,Meat,M0395
22/05/2024,Beverages,M0074
22/05/2024,Beverages,M0187
22/05/2024,Bakery,M0062
22/05/2024,Beverages,M0337
22/05/2024,Produce,M0164
22/05/2024,Dairy,M0056
22/05/2024,Bakery,M0111
22/05/2024,Household,M0218
22/05/2024,Snacks,M0240
22/05/2024,Produce,M0021
22/05/2024,Canned Goods,M0141
22/05/2024,Produce,M0265
22/05/2024,Dairy,M0139
22/05/2024,Frozen,M0459
22/05/2024,Dairy,M0070
22/05/2024,Produce,M0385
22/05/2024,Beverages,M0118
22/05/2024,Canned Goods,M0198
22/05/2024,Meat,M0205
22/05/2024,Produce,M0214
22/05/2024,Snacks,M0056
22/05/2024,Beverages,M0287
22/05/2024,Produce,M0470
22/05/2024,Bakery,M0293
22/05/2024,Snacks,M0175
22/05/2024,Meat,M0347
23/05/2024,Bakery,M0316
23/05/2024,Bakery,M0491
23/05/2024,Frozen,M0413
23/05/2024,Canned Goods,M0434
23/05/2024,Produce,M0002
23/05/2024,Snacks,M0329
23/05/2024,Household,M0440
23/05/2024,Bakery,M0145
23/05/2024,Produce,M0444
23/05/2024,Dairy,M0366
23/05/2024,Beverages,M0420
23/05/2024,Beverages,M0061
23/05/2024,Produce,M0273
23/05/2024,Produce,M0049
23/05/2024,Canned Goods,M0332
23/05/2024,Produce,M0444
23/05/2024,Snacks,M0404
23/05/2024,Beverages,M0434
23/05/2024,Bakery,M0131
23/05/2024,Frozen,M0043
23/05/2024,Meat,M0057
23/05/2024,Dairy,M0050
23/05/2024,Produce,M0452
23/05/2024,Produce,M0465
23/05/2024,Snacks,M0178
23/05/2024,Produce,M0293
23/05/2024,Personal Care,M0046
23/05/2024,Produce,M0170
24/05/2024,Snacks,M0115
24/05/2024,Produce,M0283
24/05/2024,Personal Care,M0037
24/05/2024,Produce,M0302
24/05/2024,Canned Goods,M0113
24/05/2024,Snacks,M0035
24/05/2024,Frozen,M0132
24/05/2024,Bakery,M0336
24/05/2024,Beverages,M0336
24/05/2024,Snacks,M0469
24/05/2024,Canned Goods,M0410
24/05/2024,Produce,M0377
24/05/2024,Produce,M0228
24/05/2024,Produce,M0147
24/05/2024,Dairy,M0122
24/05/2024,Produce,M0081
24/05/2024,Beverages,M0173
24/05/2024,Produce,M0154
24/05/2024,Household,M0150
24/05/2024,Frozen,M0375
24/05/2024,Snacks,M0058
24/05/2024,Bakery,M0063
24/05/2024,Bakery,M0156
24/05/2024,Produce,M0449
24/05/2024,Bakery,M0428
24/05/2024,Canned Goods,M0356
24/05/2024,Beverages,M0427
24/05/2024,Frozen,M0421
24/05/2024,Snacks,M0322
24/05/2024,Canned Goods,M0401
24/05/2024,Snacks,M0168
24/05/2024,Snacks,M0166
24/05/2024,Bakery,M0085
24/05/2024,Snacks,M0445
24/05/2024,Snacks,M0137
24/05/2024,Canned Goods,M0461
25/05/2024,Canned Goods,M0235
25/05/2024,Snacks,M0484
25/05/2024,Bakery,M0059
25/05/2024,Snacks,M0164
25/05/2024,Bakery,M0259
25/05/2024,Bakery,M0314
25/05/2024,Produce,M0216
25/05/2024,Snacks,M0183
25/05/2024,Bakery,M0057
25/05/2024,Canned Goods,M0145
25/05/2024,Canned Goods,M0423
25/05/2024,Snacks,M0090
25/05/2024,Dairy,M0452
25/05/2024,Meat,M0311
25/05/2024,Beverages,M0045
25/05/2024,Beverages,M0460
25/05/2024,Bakery,M0257
25/05/2024,Household,M0021
25/05/2024,Produce,M0467
25/05/2024,Bakery,M0021
25/05/2024,Dairy,M0052
25/05/2024,Produce,M0338
25/05/2024,Produce,M0171
25/05/2024,Beverages,M0436
25/05/2024,Beverages,M0067
25/05/2024,Dairy,M0113
25/05/2024,Meat,M0300
25/05/2024,Produce,M0160
25/05/2024,Produce,M0266
25/05/2024,Canned Goods,M0320
25/05/2024,Bakery,M0232
25/05/2024,Canned Goods,M0463
25/05/2024,Produce,M0325
25/05/2024,Snacks,M0068
25/05/2024,Snacks,M0028
26/05/2024,Snacks,M0088
26/05/2024,Produce,M0267
26/05/2024,Bakery,M0489
26/05/2024,Canned Goods,M0029
26/05/2024,Canned Goods,M0495
26/05/2024,Bakery,M0247
26/05/2024,Snacks,M0316
26/05/2024,Produce,M0451
26/05/2024,Produce,M0449
26/05/2024,Produce,M0244
26/05/2024,Household,M0061
26/05/2024,Produce,M0147
26/05/2024,Bakery,M0174
26/05/2024,Bakery,M0433
26/05/2024,Produce,M0278
26/05/2024,Canned Goods,M0334
26/05/2024,Produce,M0369
26/05/2024,Produce,M0441
26/05/2024,Canned Goods,M0379
26/05/2024,Bakery,M0142
26/05/2024,Canned Goods,M0044
26/05/2024,Beverages,M0144
26/05/2024,Bakery,M0353
26/05/2024,Canned Goods,M0333
26/05/2024,Produce,M0486
26/05/2024,Beverages,M0497
26/05/2024,Snacks,M0396
26/05/2024,Bakery,M0055
27/05/2024,Bakery,M0122
27/05/2024,Bakery,M0282
27/05/2024,Bakery,M0385
27/05/2024,Produce,M0260
27/05/2024,Beverages,M0039
27/05/2024,Canned Goods,M0054
27/05/2024,Meat,M0474
27/05/2024,Produce,M0161
27/05/2024,Beverages,M0289
27/05/2024,Produce,M0200
27/05/2024,Produce,M0276
27/05/2024,Produce,M0016
27/05/2024,Dairy,M0405
27/05/2024,Produce,M0173
27/05/2024,Dairy,M0248
27/05/2024,Bakery,M0383
27/05/2024,Household,M0218
27/05/2024,Meat,M0087
27/05/2024,Frozen,M0082
27/05/2024,Household,M0062
27/05/2024,Frozen,M0287
27/05/2024,Meat,M0500
27/05/2024,Canned Goods,M0042
27/05/2024,Produce,M0012
27/05/2024,Bakery,M0321
27/05/2024,Produce,M0234
27/05/2024,Beverages,M0329
27/05/2024,Snacks,M0131
27/05/2024,Household,M0115
27/05/2024,Frozen,M0218
27/05/2024,Snacks,M0137
27/05/2024,Snacks,M0106
27/05/2024,Personal Care,M0179
27/05/2024,Bakery,M0016
27/05/2024,Meat,M0472
28/05/2024,Dairy,M0381
28/05/2024,Bakery,M0268
28/05/2024,Meat,M0011
28/05/2024,Snacks,M0344
28/05/2024,Bakery,M0328
28/05/2024,Snacks,M0032
28/05/2024,Meat,M0057
28/05/2024,Produce,M0166
28/05/2024,Snacks,M0188
28/05/2024,Snacks,M0342
28/05/2024,Produce,M0482
28/05/2024,Produce,M0019
28/05/2024,Meat,M0116
28/05/2024,Meat,M0468
28/05/2024,Bakery,M0184
28/05/2024,Household,M0270
28/05/2024,Dairy,M0033
28/05/2024,Snacks,M0010
28/05/2024,Dairy,M0080
28/05/2024,Frozen,M0192
28/05/2024,Snacks,M0320
28/05/2024,Bakery,M0190
28/05/2024,Frozen,M0068
28/05/2024,Beverages,M0475
28/05/2024,Produce,M0348
28/05/2024,Beverages,M0125
28/05/2024,Snacks,M0427
28/05/2024,Meat,M0336
28/05/2024,Beverages,M0059
28/05/2024,Bakery,M0436
28/05/2024,Canned Goods,M0097
28/05/2024,Beverages,M0496
28/05/2024,Bakery,M0275
28/05/2024,Beverages,M0149
28/05/2024,Meat,M0278
28/05/2024,Produce,M0265
28/05/2024,Canned Goods,M0009
28/05/2024,Bakery,M0457
28/05/2024,Bakery,M0283
29/05/2024,Snacks,M0308
29/05/2024,Dairy,M0029
29/05/2024,Beverages,M0144
29/05/2024,Produce,M0076
29/05/2024,Produce,M0145
29/05/2024,Meat,M0229
29/05/2024,Dairy,M0064
29/05/2024,Household,M0347
29/05/2024,Produce,M0345
29/05/2024,Personal Care,M0269
29/05/2024,Produce,M0328
29/05/2024,Produce,M0184
29/05/2024,Personal Care,M0261
29/05/2024,Bakery,M0268
29/05/2024,Canned Goods,M0169
29/05/2024,Produce,M0259
29/05/2024,Beverages,M0227
29/05/2024,Household,M0033
29/05/2024,Bakery,M0377
29/05/2024,Canned Goods,M0214
29/05/2024,Produce,M0050
29/05/2024,Canned Goods,M0440
29/05/2024,Bakery,M0492
29/05/2024,Produce,M0393
29/05/2024,Bakery,M0489
29/05/2024,Produce,M0210
29/05/2024,Household,M0434
29/05/2024,Snacks,M0029
29/05/2024,Bakery,M0039
30/05/2024,Beverages,M0069
30/05/2024,Household,M0069
30/05/2024,Meat,M0081
30/05/2024,Household,M0030
30/05/2024,Frozen,M0073
30/05/2024,Produce,M0262
30/05/2024,Produce,M0089
30/05/2024,Beverages,M0403
30/05/2024,Household,M0208
30/05/2024,Personal Care,M0213
30/05/2024,Produce,M0322
30/05/2024,Bakery,M0266
30/05/2024,Produce,M0400
30/05/2024,Dairy,M0293
30/05/2024,Canned Goods,M0207
30/05/2024,Produce,M0333
30/05/2024,Snacks,M0077
30/05/2024,Canned Goods,M0288
30/05/2024,Dairy,M0493
30/05/2024,Produce,M0047
30/05/2024,Household,M0110
30/05/2024,Beverages,M0200
30/05/2024,Meat,M0427
30/05/2024,Meat,M0210
30/05/2024,Produce,M0376
30/05/2024,Produce,M0420
30/05/2024,Dairy,M0154
30/05/2024,Produce,M0010
30/05/2024,Meat,M0415
30/05/2024,Dairy,M0353
31/05/2024,Produce,M0264
31/05/2024,Frozen,M0086
31/05/2024,Beverages,M0324
31/05/2024,Beverages,M0331
31/05/2024,Snacks,M0456
31/05/2024,Produce,M0137
31/05/2024,Dairy,M0346
31/05/2024,Dairy,M0386
31/05/2024,Bakery,M0336
31/05/2024,Bakery,M0095
31/05/2024,Meat,M0326
31/05/2024,Produce,M0245
31/05/2024,Household,M0469
31/05/2024,Bakery,M0090
31/05/2024,Beverages,M0059
31/05/2024,Frozen,M0403
31/05/2024,Canned Goods,M0028
31/05/2024,Snacks,M0072
31/05/2024,Canned Goods,M0270
31/05/2024,Bakery,M0024
31/05/2024,Bakery,M0112
31/05/2024,Personal Care,M0300
31/05/2024,Dairy,M0485
31/05/2024,Canned Goods,M0056
31/05/2024,Bakery,M0474
31/05/2024,Produce,M0223
31/05/2024,Produce,M0120
31/05/2024,Beverages,M0179
31/05/2024,Dairy,M0288
31/05/2024,Beverages,M0434
31/05/2024,Meat,M0425
31/05/2024,Produce,M0450
31/05/2024,Snacks,M0281
31/05/2024,Bakery,M0372
31/05/2024,Snacks,M0492
31/05/2024,Produce,M0189
31/05/2024,Frozen,M0066
31/05/2024,Bakery,M0298
31/05/2024,Frozen,M0449
31/05/2024,Snacks,M0420
31/05/2024,Personal Care,M0249
31/05/2024,Beverages,M0076
31/05/2024,Frozen,M0137
31/05/2024,Produce,M0164
31/05/2024,Dairy,M0233
31/05/2024,Household,M0255
31/05/2024,Produce,M0476
31/05/2024,Produce,M0294
31/05/2024,Snacks,M0417
31/05/2024,Frozen,M0170
31/05/2024,Beverages,M0317
01/06/2024,Produce,M0284
01/06/2024,Produce,M0070
01/06/2024,Beverages,M0454
01/06/2024,Frozen,M0439
01/06/2024,Household,M0313
01/06/2024,Personal Care,M0364
01/06/2024,Beverages,M0471
01/06/2024,Dairy,M0254
01/06/2024,Meat,M0481
01/06/2024,Canned Goods,M0144
01/06/2024,Bakery,M0024
01/06/2024,Snacks,M0453
01/06/2024,Meat,M0425
01/06/2024,Bakery,M0234
01/06/2024,Frozen,M0333
01/06/2024,Bakery,M0175
01/06/2024,Dairy,M0332
01/06/2024,Canned Goods,M0325
01/06/2024,Dairy,M0357
01/06/2024,Snacks,M0159
01/06/2024,Frozen,M0348
01/06/2024,Canned Goods,M0348
01/06/2024,Bakery,M0286
01/06/2024,Canned Goods,M0018
01/06/2024,Bakery,M0044
01/06/2024,Bakery,M0155
01/06/2024,Snacks,M0355
01/06/2024,Meat,M0410
01/06/2024,Snacks,M0377
01/06/2024,Canned Goods,M0231
01/06/2024,Snacks,M0497
01/06/2024,Bakery,M0371
01/06/2024,Frozen,M0316
01/06/2024,Beverages,M0402
01/06/2024,Frozen,M0225
01/06/2024,Produce,M0217
02/06/2024,Bakery,M0318
02/06/2024,Frozen,M0291
02/06/2024,Household,M0250
02/06/2024,Beverages,M0013
02/06/2024,Bakery,M0163
02/06/2024,Snacks,M0043
02/06/2024,Snacks,M0386
02/06/2024,Dairy,M0440
02/06/2024,Snacks,M0111
02/06/2024,Meat,M0205
02/06/2024,Frozen,M0384
02/06/2024,Bakery,M0256
02/06/2024,Beverages,M0307
02/06/2024,Produce,M0438
02/06/2024,Produce,M0144
02/06/2024,Snacks,M0146
02/06/2024,Produce,M0391
02/06/2024,Household,M0301
02/06/2024,Produce,M0164
02/06/2024,Snacks,M0169
02/06/2024,Beverages,M0478
02/06/2024,Canned Goods,M0298
02/06/2024,Snacks,M0233
02/06/2024,Household,M0391
03/06/2024,Snacks,M0107
03/06/2024,Snacks,M0146
03/06/2024,Snacks,M0367
03/06/2024,Bakery,M0101
03/06/2024,Produce,M0368
03/06/2024,Produce,M0318
03/06/2024,Produce,M0368
03/06/2024,Produce,M0241
03/06/2024,Produce,M0489
03/06/2024,Canned Goods,M0411
03/06/2024,Bakery,M0247
03/06/2024,Personal Care,M0163
03/06/2024,Produce,M0372
03/06/2024,Bakery,M0173
03/06/2024,Bakery,M0035
03/06/2024,Produce,M0284
03/06/2024,Meat,M0359
03/06/2024,Produce,M0381
03/06/2024,Frozen,M0358
03/06/2024,Household,M0393
03/06/2024,Beverages,M0460
03/06/2024,Beverages,M0399
03/06/2024,Canned Goods,M0021
03/06/2024,Snacks,M0308
03/06/2024,Canned Goods,M0163
03/06/2024,Produce,M0490
03/06/2024,Produce,M0097
03/06/2024,Snacks,M0307
03/06/2024,Beverages,M0339
03/06/2024,Household,M0055
03/06/2024,Produce,M0471
03/06/2024,Meat,M0333
03/06/2024,Produce,M0127
04/06/2024,Snacks,M0481
04/06/2024,Snacks,M0468
04/06/2024,Household,M0142
04/06/2024,Snacks,M0356
04/06/2024,Beverages,M0197
04/06/2024,Produce,M0471
04/06/2024,Produce,M0109
04/06/2024,Bakery,M0376
04/06/2024,Canned Goods,M0079
04/06/2024,Produce,M0390
04/06/2024,Produce,M0161
04/06/2024,Snacks,M0439
04/06/2024,Canned Goods,M0019
04/06/2024,Dairy,M0127
04/06/2024,Produce,M0205
04/06/2024,Produce,M0029
04/06/2024,Frozen,M0445
04/06/2024,Bakery,M0454
04/06/2024,Meat,M0207
04/06/2024,Household,M0464
04/06/2024,Dairy,M0280
05/06/2024,Household,M0410
05/06/2024,Produce,M0211
05/06/2024,Snacks,M0154
05/06/2024,Produce,M0293
05/06/2024,Canned Goods,M0475
05/06/2024,Dairy,M0222
05/06/2024,Frozen,M0115
05/06/2024,Bakery,M0437
05/06/2024,Frozen,M0158
05/06/2024,Produce,M0259
05/06/2024,Beverages,M0251
05/06/2024,Produce,M0122
05/06/2024,Household,M0299
05/06/2024,Beverages,M0263
05/06/2024,Canned Goods,M0381
05/06/2024,Meat,M0049
05/06/2024,Produce,M0377
05/06/2024,Produce,M0329
05/06/2024,Household,M0297
05/06/2024,Bakery,M0362
05/06/2024,Produce,M0077
05/06/2024,Snacks,M0463
05/06/2024,Beverages,M0438
05/06/2024,Produce,M0127
05/06/2024,Bakery,M0197
05/06/2024,Produce,M0221
06/06/2024,Bakery,M0200
06/06/2024,Snacks,M0450
06/06/2024,Bakery,M0390
06/06/2024,Meat,M0031
06/06/2024,Bakery,M0138
06/06/2024,Canned Goods,M0492
06/06/2024,Produce,M0021
06/06/2024,Canned Goods,M0234
06/06/2024,Household,M0202
06/06/2024,Beverages,M0279
06/06/2024,Beverages,M0131
06/06/2024,Frozen,M0416
06/06/2024,Canned Goods,M0148
06/06/2024,Bakery,M0458
06/06/2024,Bakery,M0029
06/06/2024,Canned Goods,M0361
06/06/2024,Dairy,M0308
06/06/2024,Bakery,M0371
06/06/2024,Bakery,M0430
06/06/2024,Personal Care,M0162
06/06/2024,Produce,M0357
06/06/2024,Snacks,M0340
06/06/2024,Produce,M0061
06/06/2024,Meat,M0125
06/06/2024,Produce,M0456
06/06/2024,Canned Goods,M0071
06/06/2024,Produce,M0326
06/06/2024,Canned Goods,M0395
06/06/2024,Meat,M0364
06/06/2024,Snacks,M0466
06/06/2024,Beverages,M0243
06/06/2024,Snacks,M0490
07/06/2024,Bakery,M0380
07/06/2024,Meat,M0335
07/06/2024,Beverages,M0266
07/06/2024,Produce,M0271
07/06/2024,Snacks,M0042
07/06/2024,Frozen,M0093
07/06/2024,Household,M0185
